Qualification_Measurement,Lot,Wafer,Measurement,Temperature_C,Pressure_Torr,TMA_Pulse_s,H2O_Pulse_s,Purge_s,GPC_nm_per_cycle,Film_Thickness_nm,Thickness_Uniformity_1sigma_%,Film_Stress_MPa,Film_Density_g_cm3,Surface_Roughness_nm_RMS,Defect_Density_per_cm2,Cycle_Time_s,Throughput_cycles_per_hour,Thickness_Deviation_%,Thickness_OK,GPC_OK,Uniformity_OK,Stress_OK,Density_OK,Roughness_OK,Defectivity_OK,Qualification_OK
315,7,3,5,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09971892085695112,10.01176198052795,1.0341935815070866,51.24389120576497,2.996603199202942,0.2008294913809522,5.0780533877834975,12.163631450579725,295.964245104485,0.11761980527950298,True,True,True,True,True,True,True,True
316,7,4,1,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09989112839455236,9.956541821969687,1.007541811446088,51.096836935362475,3.0006466993042773,0.20003074390955292,5.317961742741796,12.163631450579725,295.964245104485,-0.43458178030313377,True,True,True,True,True,True,True,True
317,7,4,2,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09915656102578034,9.924832742843245,1.03429268979258,51.167397366232045,2.995748854540292,0.1961783935156844,5.084921529875345,12.163631450579725,295.964245104485,-0.7516725715675499,True,True,True,True,True,True,True,True
318,7,4,3,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09906263150945269,9.886474810333702,0.9966439020753624,52.03202586907338,2.9942521799250525,0.2008469729410829,5.299215101500789,12.163631450579725,295.964245104485,-1.1352518966629788,True,True,True,True,True,True,True,True
319,7,4,4,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09945639035819576,9.917706449517942,1.0311660414976327,51.96066356359096,2.9968969739896973,0.19905603813904874,5.638325029691153,12.163631450579725,295.964245104485,-0.8229355048205812,True,True,True,True,True,True,True,True
320,7,4,5,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09971006100191374,9.96820274788817,1.0525018938902673,51.55166736473267,2.9986384039996494,0.1946125682536232,5.144583656925947,12.163631450579725,295.964245104485,-0.31797252111829266,True,True,True,True,True,True,True,True
321,7,5,1,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09984266969460343,9.964872818975879,1.0523111884600582,51.60070794580992,2.997667299004222,0.19639269252998123,4.960264699788421,12.163631450579725,295.964245104485,-0.35127181024121157,True,True,True,True,True,True,True,True
322,7,5,2,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09937760067329694,9.918643660321207,1.0430162741885298,50.79643889639531,2.9954483006149375,0.19261235670835536,4.939161343738329,12.163631450579725,295.964245104485,-0.8135633967879308,True,True,True,True,True,True,True,True
323,7,5,3,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09962227643715635,9.913227144587013,1.027901683398089,51.138023963293165,3.0006832107624093,0.19755921997757656,5.397685372362365,12.163631450579725,295.964245104485,-0.8677285541298652,True,True,True,True,True,True,True,True
324,7,5,4,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09996883351417664,9.99587143306109,1.0176430399216685,50.70558697399269,2.9946721510970353,0.19717472363069027,5.159904197180176,12.163631450579725,295.964245104485,-0.04128566938909728,True,True,True,True,True,True,True,True
325,7,5,5,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09996137530409699,9.955416691483075,1.0307347219407557,51.68209549750147,2.995079205361819,0.19826630698274994,4.972605542228098,12.163631450579725,295.964245104485,-0.4458330851692516,True,True,True,True,True,True,True,True
326,7,6,1,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09958775286848015,9.9316247491192,1.0361329839912077,51.13687687256639,2.9960268463703144,0.19664663470020158,5.082169857046908,12.163631450579725,295.964245104485,-0.6837525088080021,True,True,True,True,True,True,True,True
327,7,6,2,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09938216851949165,9.955074879315884,1.011957375031771,51.84798521386687,2.9980734035816927,0.1970625091822273,5.077753311462891,12.163631450579725,295.964245104485,-0.4492512068411614,True,True,True,True,True,True,True,True
328,7,6,3,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09950738494102733,9.974092544792924,1.057090981153566,49.26282698051332,2.9966404984719475,0.20153205478246436,5.275896252115636,12.163631450579725,295.964245104485,-0.25907455207075714,True,True,True,True,True,True,True,True
329,7,6,4,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09983578626043499,10.031685898704193,1.0515282380479354,49.36709739941327,2.995035128839485,0.19021745524782496,5.071270337466587,12.163631450579725,295.964245104485,0.3168589870419325,True,True,True,True,True,True,True,True
330,7,6,5,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.10010948098238966,9.989647125570489,1.022308827191849,51.16830927401664,3.002155142921509,0.19868482298153783,5.278725277107916,12.163631450579725,295.964245104485,-0.10352874429511161,True,True,True,True,True,True,True,True
331,7,7,1,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09975430210095218,9.964710654338681,1.0100829271432041,50.711122765772195,2.9959915189317825,0.19426530014574261,5.081447179405662,12.163631450579725,295.964245104485,-0.35289345661318805,True,True,True,True,True,True,True,True
332,7,7,2,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.0993042307392117,9.917181373290017,0.9991597815186422,51.22727860501464,2.99502316028618,0.20492897793830564,5.035439849011032,12.163631450579725,295.964245104485,-0.8281862670998308,True,True,True,True,True,True,True,True
333,7,7,3,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09948225931842786,9.963656975879026,1.0752409733914532,51.423613389435644,2.997025485471525,0.20100135380313464,5.166090592036992,12.163631450579725,295.964245104485,-0.3634302412097412,True,True,True,True,True,True,True,True
334,7,7,4,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.099517620610334,9.973323055801483,1.0056760945416163,50.88618202615593,2.9940831183466816,0.19327731924323477,5.267156914700267,12.163631450579725,295.964245104485,-0.2667694419851685,True,True,True,True,True,True,True,True
335,7,7,5,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09960813429622106,9.954744651585992,1.0469553234948892,50.73125126543525,2.994950082157529,0.20035188193930428,5.154249689482317,12.163631450579725,295.964245104485,-0.4525534841400791,True,True,True,True,True,True,True,True
336,7,8,1,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09910139946338353,9.949068535749786,1.092267961400618,51.06222911664682,2.9954671418118703,0.19769344285627496,5.13413683370818,12.163631450579725,295.964245104485,-0.5093146425021366,True,True,True,True,True,True,True,True
337,7,8,2,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.0998215518178059,9.995296225843578,1.003925954713786,50.24304443569336,3.0023604435368703,0.19652131448163873,5.334826030478082,12.163631450579725,295.964245104485,-0.04703774156421758,True,True,True,True,True,True,True,True
338,7,8,3,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09937057480342462,9.954228981836616,1.0675481481961184,51.8834855014596,3.000860368506354,0.19833105558677805,5.372246672978967,12.163631450579725,295.964245104485,-0.4577101816338391,True,True,True,True,True,True,True,True
339,7,8,4,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.10000892695896049,9.97043806980271,1.067332886828284,51.11371350611669,2.9956047355753763,0.19938225166945328,5.284035947170057,12.163631450579725,295.964245104485,-0.29561930197289144,True,True,True,True,True,True,True,True
340,7,8,5,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09982167625169314,10.010950913514252,1.0036463708392211,49.96846808988359,2.9987196672987317,0.20229654608439795,5.217970855099437,12.163631450579725,295.964245104485,0.10950913514252036,True,True,True,True,True,True,True,True
341,7,9,1,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09937737648165247,9.98167779914035,1.0222251981988157,50.39643639735441,2.997655652677385,0.2004632460320804,4.782667825905374,12.163631450579725,295.964245104485,-0.18322200859650195,True,True,True,True,True,True,True,True
342,7,9,2,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09981597390472191,9.970832131146809,1.0527476822083541,51.93070445424002,2.997397932938096,0.2023840192145888,5.326307288674996,12.163631450579725,295.964245104485,-0.29167868853191337,True,True,True,True,True,True,True,True
343,7,9,3,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09955032319484285,9.960041592355308,1.00826781794271,50.89101556459244,2.9953375334630197,0.19784117248114882,5.306459033179328,12.163631450579725,295.964245104485,-0.3995840764469172,True,True,True,True,True,True,True,True
344,7,9,4,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.1000727087793314,9.983213391110661,1.032082451546588,51.04192582050716,2.9955157980207927,0.19724464063385866,5.257825120147727,12.163631450579725,295.964245104485,-0.16786608889338694,True,True,True,True,True,True,True,True
345,7,9,5,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09985422737687365,9.963013060069198,0.9741689732045511,50.751419086519356,2.993403933375538,0.20156287653698554,5.305868454502929,12.163631450579725,295.964245104485,-0.36986939930802265,True,True,True,True,True,True,True,True
346,7,10,1,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09926861554358377,9.944066008992616,1.0521915596205706,51.65657564487714,2.9940257274072444,0.19738474673838521,5.244934699248304,12.163631450579725,295.964245104485,-0.5593399100738417,True,True,True,True,True,True,True,True
347,7,10,2,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09966299847307208,9.916071586811327,1.0399579374831829,51.88532347425462,2.9974630758830445,0.2009422376788591,5.1093082778239145,12.163631450579725,295.964245104485,-0.8392841318867283,True,True,True,True,True,True,True,True
348,7,10,3,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09988760957642673,9.981912389205947,1.0181218484594443,52.49983343894139,3.000808368172788,0.1990248682657651,5.128476072295745,12.163631450579725,295.964245104485,-0.18087610794053077,True,True,True,True,True,True,True,True
349,7,10,4,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09948318034840542,9.942974653943864,1.0677337308373782,51.4339094735001,2.9942231286024357,0.19284478837497407,5.449532761150067,12.163631450579725,295.964245104485,-0.5702534605613607,True,True,True,True,True,True,True,True
350,7,10,5,200.14733364439388,0.9825117529915915,0.9944513965052388,1.0130053962907075,5.07808732889189,0.09946111410806353,9.90069439704309,1.0513116574502208,50.924364243357864,2.9978934350052455,0.20046093490344896,4.993578937454308,12.163631450579725,295.964245104485,-0.9930560295691038,True,True,True,True,True,True,True,True
351,8,1,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.1000667524287944,10.015159954527519,1.0162523429899266,48.01890087621393,2.998261395248126,0.20125024316572832,5.341186369800539,12.065553220081146,298.37007340934747,0.15159954527518948,True,True,True,True,True,True,True,True
352,8,1,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10070180771787987,10.034693628033732,0.9444214498716279,47.6197794374076,2.9975720302861624,0.20339504200960945,5.318074499012527,12.065553220081146,298.37007340934747,0.3469362803373244,True,True,True,True,True,True,True,True
353,8,1,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10046010613208584,10.086582380562582,0.9981765765812909,46.770584016664245,2.998058334101157,0.1953837096747141,5.301787492734802,12.065553220081146,298.37007340934747,0.8658238056258227,True,True,True,True,True,True,True,True
354,8,1,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10035465931440102,10.040840685020521,0.9964990537741442,45.98659358875935,3.0002057159834807,0.20820795917737567,5.622868801356922,12.065553220081146,298.37007340934747,0.4084068502052141,True,True,True,True,True,True,True,True
355,8,1,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10043515639526637,10.025019101466127,1.0326862021680212,46.6426870927956,2.9990385040945013,0.19850232862933137,5.476331674304153,12.065553220081146,298.37007340934747,0.25019101466126514,True,True,True,True,True,True,True,True
356,8,2,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.1008828233756043,10.102821957778763,0.9821733184061543,47.37308589118254,2.9954085873702745,0.19659206780102892,5.364368945075639,12.065553220081146,298.37007340934747,1.0282195777876346,True,True,True,True,True,True,True,True
357,8,2,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10076206728504372,10.074163085649248,0.9640534764500049,46.996338395479796,2.9975308123192623,0.20801025070723933,5.186540036405938,12.065553220081146,298.37007340934747,0.7416308564924812,True,True,True,True,True,True,True,True
358,8,2,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10031439386481185,10.050009502509395,0.990784058597171,46.23299104503996,2.9965198390587497,0.2036135011017026,5.396368041997363,12.065553220081146,298.37007340934747,0.5000950250939518,True,True,True,True,True,True,True,True
359,8,2,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10067878676221118,10.073886767039639,1.0052134339909375,45.64702266262391,3.001838536827646,0.19675661094411412,5.355556816496393,12.065553220081146,298.37007340934747,0.7388676703963881,True,True,True,True,True,True,True,True
360,8,2,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10092710915899894,10.07337723913504,0.9707979710167494,45.73417371651781,2.997876707703498,0.2024265926563886,5.515441572179645,12.065553220081146,298.37007340934747,0.7337723913503957,True,True,True,True,True,True,True,True
361,8,3,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.1008450344264767,10.061364751605504,1.0061471277946843,47.98245911207973,3.0026664630160917,0.20305269245382565,5.347901400636555,12.065553220081146,298.37007340934747,0.6136475160550425,True,True,True,True,True,True,True,True
362,8,3,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10034523175811552,10.003608269325811,1.0172259153745602,47.15652200537394,2.999655980739317,0.20225946119599084,5.068768627293041,12.065553220081146,298.37007340934747,0.03608269325811264,True,True,True,True,True,True,True,True
363,8,3,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10038306801640824,10.077796902572107,0.9380907870927679,47.210410908450854,2.9966126089510743,0.20477998228289795,5.170118184485878,12.065553220081146,298.37007340934747,0.7779690257210703,True,True,True,True,True,True,True,True
364,8,3,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.1006271634325665,10.054693631513109,0.9963159784383471,46.06094410168883,2.996597651741546,0.20126553575646242,5.466176834022708,12.065553220081146,298.37007340934747,0.546936315131088,True,True,True,True,True,True,True,True
365,8,3,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10035424271262933,9.994283311522558,1.013996667464915,48.03083020122058,2.9974245901787904,0.2022819792351693,5.3251881993223975,12.065553220081146,298.37007340934747,-0.05716688477441778,True,True,True,True,True,True,True,True
366,8,4,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10007723609683583,9.997238220965961,0.9909701138801492,48.14573229764902,2.99924448986532,0.20679082214310102,5.288363627959398,12.065553220081146,298.37007340934747,-0.027617790340386254,True,True,True,True,True,True,True,True
367,8,4,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10084217757825188,10.09344389571314,0.9749698837785544,47.23576884184886,2.998568510313556,0.2034192886297726,5.672688904196837,12.065553220081146,298.37007340934747,0.9344389571313982,True,True,True,True,True,True,True,True
368,8,4,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10088332100981444,10.131672539522764,0.9867001505049611,44.96062292594328,3.000897444133548,0.20413946651082926,4.902948475325563,12.065553220081146,298.37007340934747,1.3167253952276425,True,True,True,True,True,True,True,True
369,8,4,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.1007313711411718,10.072188512359288,0.9799411870367556,47.837704359867054,2.9948313651804477,0.2049602186333391,5.408132149104762,12.065553220081146,298.37007340934747,0.7218851235928803,True,True,True,True,True,True,True,True
370,8,4,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10051166746077633,10.050069459436827,0.9898406882008254,46.605302700022705,2.999142179352834,0.2042370071539674,5.241183636443406,12.065553220081146,298.37007340934747,0.5006945943682695,True,True,True,True,True,True,True,True
371,8,5,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10087854788408622,10.080782078163164,0.9954637082515004,46.51812802685523,3.000139650086044,0.1996930613643619,5.1870195374785775,12.065553220081146,298.37007340934747,0.8078207816316407,True,True,True,True,True,True,True,True
372,8,5,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10050182507390361,10.048478128613757,1.0374724116571314,46.532407396803755,2.999454310909513,0.20225917521548883,5.41921652654391,12.065553220081146,298.37007340934747,0.48478128613757226,True,True,True,True,True,True,True,True
373,8,5,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10024366442774124,9.985271801975959,0.9239898932597581,45.74507467871413,3.000212786667372,0.20660359295796704,5.382276703374338,12.065553220081146,298.37007340934747,-0.1472819802404146,True,True,True,True,True,True,True,True
374,8,5,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10043407449101625,10.031765349211877,1.0118708160516632,46.50728038938795,2.9988513231356175,0.20265827342485143,5.05685136237809,12.065553220081146,298.37007340934747,0.31765349211877236,True,True,True,True,True,True,True,True
375,8,5,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10087207794164721,10.082669847384269,0.9761242844610567,46.99590578904907,2.9976101732194307,0.19991710393368153,5.098891565947235,12.065553220081146,298.37007340934747,0.8266984738426862,True,True,True,True,True,True,True,True
376,8,6,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10056540186754627,10.069980645722795,0.9735575396080587,47.737230027845044,2.9973964217208127,0.20111391054228855,5.330790910472321,12.065553220081146,298.37007340934747,0.6998064572279539,True,True,True,True,True,True,True,True
377,8,6,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10016920658015477,10.025837610250452,1.0036851843414472,47.78273802022061,3.0009457069057333,0.2076757398498062,5.406337336415435,12.065553220081146,298.37007340934747,0.2583761025045206,True,True,True,True,True,True,True,True
378,8,6,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10018295254532282,9.98099492401312,1.0080204375528494,46.50942896442425,2.9975403072706692,0.20574602579338674,5.359518195085855,12.065553220081146,298.37007340934747,-0.19005075986880726,True,True,True,True,True,True,True,True
379,8,6,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10090739773137604,10.096059449958332,1.0126345700879757,45.48877695424025,2.9988484459244766,0.2028698168122761,5.21521490295187,12.065553220081146,298.37007340934747,0.9605944995833227,True,True,True,True,True,True,True,True
380,8,6,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10032893637253006,10.042429272454003,0.9475698522514187,46.384279247730774,3.0016246448609416,0.2008258562894951,5.340680354930898,12.065553220081146,298.37007340934747,0.4242927245400274,True,True,True,True,True,True,True,True
381,8,7,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10048533317548258,9.995430717359021,1.022390547828,46.925597852766664,2.9995571347772283,0.20460697354822616,5.198652275519755,12.065553220081146,298.37007340934747,-0.04569282640979111,True,True,True,True,True,True,True,True
382,8,7,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10047753545276449,10.048996998038378,1.0282543167531937,48.452179656104,2.999780457277122,0.1989768905676355,5.1739197377255,12.065553220081146,298.37007340934747,0.4899699803837798,True,True,True,True,True,True,True,True
383,8,7,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10074441488207599,10.057237740326727,1.0047237236084239,46.80910240722277,2.996877522948721,0.2053400342479585,5.0734349938863605,12.065553220081146,298.37007340934747,0.5723774032672679,True,True,True,True,True,True,True,True
384,8,7,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10072276157056216,10.039539073662116,0.990788388180584,46.55539712401163,2.999599587302677,0.204385177685177,4.993474376115952,12.065553220081146,298.37007340934747,0.39539073662115953,True,True,True,True,True,True,True,True
385,8,7,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10041262959200555,10.05045832069363,0.9831307965690765,46.32613842210102,2.998979878551083,0.20373095498435592,5.3295517341209955,12.065553220081146,298.37007340934747,0.5045832069363065,True,True,True,True,True,True,True,True
386,8,8,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10033742731081823,10.028255984335159,0.9804004252872648,47.19967147336587,3.000349578962066,0.20794530986546356,4.958205607373033,12.065553220081146,298.37007340934747,0.28255984335158857,True,True,True,True,True,True,True,True
387,8,8,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10013097050403381,10.014502170867802,0.9859849379435678,47.30316330974238,2.9984311258509257,0.20361713413771892,5.251770593917192,12.065553220081146,298.37007340934747,0.14502170867801922,True,True,True,True,True,True,True,True
388,8,8,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10014609844017712,9.998963752170122,0.9626311749264904,46.83416934948262,2.998752830019884,0.20380221496740583,5.21761539611516,12.065553220081146,298.37007340934747,-0.010362478298784339,True,True,True,True,True,True,True,True
389,8,8,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10060016264067231,10.000729141990814,0.9904395276362354,46.58105720751253,3.000154214074625,0.204045980370583,5.175793800641292,12.065553220081146,298.37007340934747,0.00729141990813531,True,True,True,True,True,True,True,True
390,8,8,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10064102491957008,10.080309481169447,0.9424860312433185,46.47606398608659,3.0007528169465902,0.2000737979424732,5.081458648052598,12.065553220081146,298.37007340934747,0.8030948116944714,True,True,True,True,True,True,True,True
391,8,9,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10048127896435334,10.02691951000292,1.0132733474258906,47.153879623543276,2.998046737187641,0.19945739684495284,5.300160379402695,12.065553220081146,298.37007340934747,0.26919510002919367,True,True,True,True,True,True,True,True
392,8,9,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10033845373041073,10.065972028886756,0.995467370374826,48.93142145153415,2.9976183403099452,0.2027962426929973,5.116957114825825,12.065553220081146,298.37007340934747,0.6597202888675646,True,True,True,True,True,True,True,True
393,8,9,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10053104018578438,10.038110405410462,0.9844347779754942,47.465415801191845,2.9991148139111283,0.20577230393545434,5.3726116649882965,12.065553220081146,298.37007340934747,0.3811040541046218,True,True,True,True,True,True,True,True
394,8,9,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10041098893754348,10.059677655305446,0.972648355394121,47.11765152526353,2.9995894795519624,0.20084043118933825,5.0119170001232956,12.065553220081146,298.37007340934747,0.5967765530544611,True,True,True,True,True,True,True,True
395,8,9,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.1003919150144052,10.005622380884526,0.9531318783008089,46.365119374844596,2.9989058379002977,0.2028089100028462,5.316243308681548,12.065553220081146,298.37007340934747,0.05622380884526378,True,True,True,True,True,True,True,True
396,8,10,1,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.1004130224181055,10.075032786298054,0.9713827998481029,46.10348675627107,2.9980497495038287,0.197966417000225,5.192406942343921,12.065553220081146,298.37007340934747,0.7503278629805443,True,True,True,True,True,True,True,True
397,8,10,2,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10053642996530952,10.052682239112409,1.0269464711008411,46.68692118131957,2.9997964630097806,0.1982683305031797,5.248314041764503,12.065553220081146,298.37007340934747,0.5268223911240888,True,True,True,True,True,True,True,True
398,8,10,3,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10069923043022508,10.102474304928508,0.9958203161682748,46.58128710118546,2.9954817521863633,0.20606994625842903,5.358842107780852,12.065553220081146,298.37007340934747,1.0247430492850818,True,True,True,True,True,True,True,True
399,8,10,4,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.100171618479642,10.060186893946282,0.97869096335505,45.824664518978366,2.9990903530804633,0.2019815058602462,5.398214272714289,12.065553220081146,298.37007340934747,0.6018689394628218,True,True,True,True,True,True,True,True
400,8,10,5,199.99604286792135,0.9998205954649301,0.9864667333170197,1.004624244535763,5.037231121114182,0.10038803232954496,10.012766854137302,0.9550835896311194,46.85319556608394,2.9957399060238776,0.20354164044783327,5.297718793472829,12.065553220081146,298.37007340934747,0.12766854137302275,True,True,True,True,True,True,True,True
401,9,1,1,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10014586584343138,10.014882208507133,1.03475265028645,52.43069766280845,2.995114608246275,0.1907081160500948,4.928654272352326,11.991807410539558,300.20495466229494,0.148822085071334,True,True,True,True,True,True,True,True
402,9,1,2,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10074159602767657,10.068668319226822,1.016683125597946,53.31621612475967,3.0008114660029914,0.19334334318250912,4.794912125980741,11.991807410539558,300.20495466229494,0.686683192268216,True,True,True,True,True,True,True,True
403,9,1,3,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10077696504655591,10.050485797015648,0.9806777867925616,51.62076354259289,2.9997857646220885,0.1853984442895039,4.865833412628694,11.991807410539558,300.20495466229494,0.5048579701564826,True,True,True,True,True,True,True,True
404,9,1,4,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.10105732557791876,10.070490232123536,0.9878627651400631,52.96258206625561,2.9991115802095987,0.18940888199272052,4.8669512279499125,11.991807410539558,300.20495466229494,0.7049023212353589,True,True,True,True,True,True,True,True
405,9,1,5,200.26537315933592,0.988005226072708,1.0065843880091185,0.999743099738765,4.992739961395837,0.100484090619859,10.075692549870581,0.9865445342395235,51.45734722439739,2.997239506994697,0.19142102070408262,4.772320303010289,11.991807410539558,300.20495466229494,0.7569254987058116,True,True,True,True,True,True,True,True
